WKT,SA22022_V1_00,SA22022_V1_00_NAME,SA22022_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (2479216.1784052 5743384.20572909)",323000,Merivale,Merivale,1.10530364,1.10530364,1569216.29075,5181771.7151,-43.516355840527,172.619119718844,2479216.1784052,5743384.20572909
"POINT (2481333.61490873 5744978.94713944)",323100,Mairehau South,Mairehau South,1.38628178,1.38628178,1571332.8632,5183365.9033,-43.5020858251786,172.645391153424,2481333.61490873,5744978.94713944
"POINT (2478216.73300565 5742265.50120484)",323200,Mona Vale,Mona Vale,0.54774603,0.54774603,1568217.26655,5180653.405,-43.5263833226522,172.606693881148,2478216.73300565,5742265.50120484
"POINT (2476983.34793275 5741396.94067861)",323300,Riccarton West,Riccarton West,0.62319043,0.62319043,1566984.3848,5179785.13335,-43.5341477627099,172.591384770058,2476983.34793275,5741396.94067861
"POINT (2482267.90064814 5745273.59918603)",323400,Shirley West,Shirley West,1.63080288,1.63080288,1572266.77825,5183660.46385,-43.4994688048763,172.656958373899,2482267.90064814,5745273.59918603
"POINT (2476334.96561051 5740511.77559542)",323500,Middleton,Middleton,1.90127119,1.90127119,1566336.28385,5178900.28055,-43.5420860318438,172.583308943226,2476334.96561051,5740511.77559542
"POINT (2474033.56293411 5738912.1921878)",323600,Wigram South,Wigram South,0.39907137,0.39907137,1564035.82225,5177301.20835,-43.5563766769956,172.55472856103,2474033.56293411,5738912.1921878
"POINT (2485509.50175158 5747962.80971583)",323700,Queenspark,Queenspark,1.12076012,1.12076012,1575507.0581,5186348.6883,-43.4753767290502,172.697158859323,2485509.50175158,5747962.80971583
"POINT (2480682.31918181 5744093.25598388)",323800,St Albans North,St Albans North,0.63729004,0.63729004,1570681.8439,5182480.53575,-43.5100325141761,172.637290555159,2480682.31918181,5744093.25598388
"POINT (2479988.90265 5743504.35141881)",323900,St Albans West,St Albans West,0.68131177,0.68131177,1569988.713,5181891.83765,-43.5153056826692,172.628683166964,2479988.90265,5743504.35141881
"POINT (2484829.34780828 5746824.04454682)",324000,Travis Wetlands,Travis Wetlands,2.54935899,2.54935899,1574827.1903,5185210.35765,-43.4856039120765,172.688700185092,2484829.34780828,5746824.04454682
"POINT (2474581.69894225 5739208.96970637)",324100,Wigram East,Wigram East,0.31144402,0.31144402,1564583.73775,5177597.89755,-43.5537315204054,172.561531459395,2474581.69894225,5739208.96970637
"POINT (2477993.34203123 5741667.25516978)",324200,Riccarton Central,Riccarton Central,0.39834822,0.39834822,1567993.98245,5180055.3789,-43.531758435047,172.603895605661,2477993.34203123,5741667.25516978
"POINT (2473617.24766752 5737459.42892995)",324300,Oaklands West,Oaklands West,1.70046579,1.70046579,1563619.7331,5175848.96965,-43.5694323425802,172.549479698864,2473617.24766752,5737459.42892995
"POINT (2477818.08983326 5741423.24535364)",324400,Riccarton South,Riccarton South,0.54475455,0.54475455,1567818.80645,5179811.4557,-43.5339471959287,172.601713236689,2477818.08983326,5741423.24535364
"POINT (2472895.5844174 5736323.25457871)",324500,Halswell West,Halswell West,6.36631562,6.36631562,1562898.40015,5174713.18515,-43.5796232761159,172.540469491154,2472895.5844174,5736323.25457871
"POINT (2483100.04256579 5745392.87332427)",324600,Shirley East,Shirley East,1.6966166,1.6966166,1573098.5924,5183779.71035,-43.4984254964151,172.667253088282,2483100.04256579,5745392.87332427
"POINT (2474520.25329123 5738572.71412588)",324700,Broken Run,Broken Run,0.4224295,0.4224295,1564522.3441,5176961.8779,-43.5594552895807,172.560729803347,2474520.25329123,5738572.71412588
"POINT (2480709.98813408 5743303.25566288)",324800,St Albans East,St Albans East,0.67550282,0.67550282,1570709.52495,5181690.8399,-43.5171440993216,172.637590456615,2480709.98813408,5743303.25566288
"POINT (2479280.31543159 5741810.05281873)",324900,Hagley Park,Hagley Park,2.19063181,2.19063181,1569280.4544,5180198.1661,-43.5305268197046,172.61982462261,2479280.31543159,5741810.05281873
"POINT (2476379.37677067 5739287.22762676)",325000,Hillmorton,Hillmorton,2.91663383,2.91663383,1566380.72855,5177676.1975,-43.5531096637554,172.583783236225,2476379.37677067,5739287.22762676
"POINT (2486394.06845658 5747386.46699705)",325100,Parklands,Parklands,1.80330429,1.80330429,1576391.2842,5185772.58505,-43.4805925206434,172.7080666914,2486394.06845658,5747386.46699705
"POINT (2478543.93574483 5741592.7475779)",325200,Riccarton East,Riccarton East,0.20811648,0.20811648,1568544.3668,5179980.9189,-43.5324522704373,172.610702658075,2478543.93574483,5741592.7475779
"POINT (2481474.11929003 5743616.99445724)",325300,Edgeware,Edgeware,1.01426958,1.01426958,1571473.34965,5182004.4791,-43.5143496233808,172.647057501229,2481474.11929003,5743616.99445724
"POINT (2475055.3197473 5738018.92887571)",325400,Aidanfield,Aidanfield,1.6818053,1.6818053,1565057.233,5176408.3238,-43.5644647135559,172.56731672853,2475055.3197473,5738018.92887571
"POINT (2477924.26040614 5740605.88336251)",325500,Tower Junction,Tower Junction,1.07762401,1.07762401,1567924.9667,5178994.4089,-43.5413084746173,172.602978819499,2477924.26040614,5740605.88336251
"POINT (2484525.28679781 5745717.37018957)",325600,Burwood,Burwood,1.20979928,1.20979928,1574523.27015,5184104.1102,-43.4955544684146,172.684890027537,2484525.28679781,5745717.37018957
"POINT (2480156.08480128 5742112.91632326)",325700,Christchurch Central-West,Christchurch Central-West,0.69261485,0.69261485,1570155.874,5180500.9419,-43.5278361157186,172.630674948704,2480156.08480128,5742112.91632326
"POINT (2480933.71990157 5742619.08122842)",325800,Christchurch Central-North,Christchurch Central-North,0.77783842,0.77783842,1570933.1904,5181006.93575,-43.5233107723755,172.640321224895,2480933.71990157,5742619.08122842
"POINT (2482408.86304456 5743773.97493878)",325900,Richmond North (Christchurch City),Richmond North (Christchurch City),1.16625025,1.16625025,1572407.7239,5182161.42365,-43.5129715757574,172.658625692988,2482408.86304456,5743773.97493878
"POINT (2487316.25596597 5747317.39464968)",326000,Waimairi Beach,Waimairi Beach,0.58128936,0.58128936,1577313.10655,5185703.5543,-43.4812426222283,172.719462462194,2487316.25596597,5747317.39464968
"POINT (2478528.71319644 5740191.95089861)",326100,Addington West,Addington West,0.55338272,0.55338272,1568529.2019,5178580.65745,-43.5450596285296,172.610433815302,2478528.71319644,5740191.95089861
"POINT (2485397.22111725 5744178.9314902)",326200,Ōtakaro-Avon River Corridor,Otakaro-Avon River Corridor,6.12723261,6.12723261,1575394.8933,5182566.29335,-43.5094304328792,172.695601019435,2485397.22111725,5744178.9314902
"POINT (2474625.14878166 5736723.97410203)",326300,Oaklands East,Oaklands East,1.30063704,1.30063704,1564627.28825,5175113.8379,-43.5760998968427,172.561908561437,2474625.14878166,5736723.97410203
"POINT (2479163.22911294 5740598.24417428)",326400,Addington North,Addington North,0.43431408,0.43431408,1569163.4566,5178986.81835,-43.5414290240767,172.618307936474,2479163.22911294,5740598.24417428
"POINT (2483457.92737418 5743968.54028923)",326500,Dallington,Dallington,0.84128268,0.84128268,1573456.37135,5182355.9397,-43.5112581259832,172.671608943512,2483457.92737418,5743968.54028923
"POINT (2480590.07997064 5741604.01515384)",326600,Christchurch Central,Christchurch Central,0.71392632,0.71392632,1570589.71705,5179992.25095,-43.5324336210132,172.636016163945,2480590.07997064,5741604.01515384
"POINT (2476920.71637396 5738456.98446436)",326700,Hoon Hay West,Hoon Hay West,1.07523139,1.07523139,1566921.89655,5176846.2913,-43.5606063162153,172.590432281338,2476920.71637396,5738456.98446436
"POINT (2482222.26977317 5742843.60920081)",326800,Richmond South (Christchurch City),Richmond South (Christchurch City),0.80285166,0.80285166,1572221.22985,5181231.4142,-43.5213385722624,172.65627088093,2482222.26977317,5742843.60920081
"POINT (2478057.55232398 5739308.2120514)",326900,Spreydon West,Spreydon West,1.02698731,1.02698731,1568058.2584,5177697.23875,-43.5529939262895,172.604552302957,2478057.55232398,5739308.2120514
"POINT (2481357.27442618 5742009.56420469)",327000,Christchurch Central-East,Christchurch Central-East,0.71346128,0.71346128,1571356.59865,5180397.6674,-43.5288130388503,172.645528345647,2481357.27442618,5742009.56420469
"POINT (2480783.10116482 5741071.25663129)",327100,Christchurch Central-South,Christchurch Central-South,1.25047262,1.25047262,1570782.6809,5179459.7049,-43.5372362781748,172.638375599339,2480783.10116482,5741071.25663129
"POINT (2486939.05173324 5746220.62487791)",327200,North Beach,North Beach,1.98879632,1.98879632,1576936.0695,5184607.21195,-43.4911027862881,172.714753773905,2486939.05173324,5746220.62487791
"POINT (2475924.66526624 5736969.65286841)",327300,Halswell North,Halswell North,2.60857907,2.60857907,1565926.29605,5175359.4834,-43.5739486354812,172.578011795071,2475924.66526624,5736969.65286841
"POINT (2479549.15265359 5740187.07793856)",327400,Addington East,Addington East,0.56803048,0.56803048,1569549.24545,5178575.82445,-43.5451454700199,172.623060038924,2479549.15265359,5740187.07793856
"POINT (2485190.16645233 5744375.12817353)",327500,Avondale (Christchurch City),Avondale (Christchurch City),1.24942942,1.24942942,1575187.9163,5182762.40825,-43.5076577379888,172.693049414088,2485190.16645233,5744375.12817353
"POINT (2479316.282146 5739473.37182484)",327600,Spreydon North,Spreydon North,1.21379293,1.21379293,1569316.49295,5177862.38475,-43.551559764653,172.620138594349,2479316.282146,5739473.37182484
"POINT (2477707.51314889 5737996.65153989)",327700,Hoon Hay East,Hoon Hay East,1.82288012,1.82288012,1567708.4104,5176386.16625,-43.564783744715,172.60014313202,2477707.51314889,5737996.65153989
"POINT (2483603.65565097 5742709.17693784)",327800,Avonside,Avonside,0.81030595,0.81030595,1573602.07585,5181097.0725,-43.5225982893582,172.673350395195,2483603.65565097,5742709.17693784
"POINT (2482448.79774097 5741908.63649199)",327900,Linwood West,Linwood West,1.07760138,1.07760138,1572447.69685,5180296.81215,-43.5297622128332,172.659025694551,2482448.79774097,5741908.63649199
"POINT (2474903.43090445 5735242.27186482)",328000,Halswell South,Halswell South,1.77701762,1.77701762,1564905.5402,5173632.7097,-43.5894489950664,172.565258662343,2474903.43090445,5735242.27186482
"POINT (2480728.63527638 5740363.13921059)",328100,Sydenham Central,Sydenham Central,1.21275695,1.21275695,1570728.26115,5178751.8601,-43.5436076203019,172.637663890289,2480728.63527638,5740363.13921059
"POINT (2478770.57953728 5738729.9569193)",328200,Spreydon South,Spreydon South,0.72390111,0.72390111,1568771.0327,5177119.2347,-43.558228459236,172.613343173206,2478770.57953728,5738729.9569193
"POINT (2487149.41571344 5745136.8946378)",328300,Rawhiti,Rawhiti,1.93567628,1.93567628,1577146.36885,5183523.9151,-43.5008634633182,172.717309148808,2487149.41571344,5745136.8946378
"POINT (2484930.18870226 5743178.91698259)",328400,Wainoni,Wainoni,1.52023802,1.52023802,1574928.07075,5181566.66215,-43.5184157379567,172.689779762795,2484930.18870226,5743178.91698259
"POINT (2483514.53808248 5742105.20437436)",328500,Linwood North,Linwood North,0.85758257,0.85758257,1573513.0108,5180493.33425,-43.5280312629286,172.672218883283,2483514.53808248,5742105.20437436
"POINT (2486183.85206438 5744051.40252242)",328600,Aranui,Aranui,1.41641313,1.41641313,1576181.21385,5182438.8325,-43.5106035949897,172.705323172947,2486183.85206438,5744051.40252242
"POINT (2480368.83472521 5739556.25327013)",328700,Sydenham West,Sydenham West,0.48794339,0.48794339,1570368.63125,5177945.27415,-43.5508559591866,172.633168311621,2480368.83472521,5739556.25327013
"POINT (2482003.97813426 5740615.07214515)",328800,Lancaster Park,Lancaster Park,1.11558368,1.11558368,1572003.0943,5179003.73865,-43.5413886084902,172.653456933729,2482003.97813426,5740615.07214515
"POINT (2482833.59790312 5741121.64625727)",328900,Phillipstown,Phillipstown,0.9334353,0.9334353,1572832.37,5179510.1414,-43.5368595666373,172.663746793869,2482833.59790312,5741121.64625727
"POINT (2476548.58385276 5734068.86841549)",329000,Kennedys Bush,Kennedys Bush,12.00979677,12.00979677,1566550.1217,5172459.83865,-43.6000850800253,172.585558318173,2476548.58385276,5734068.86841549
"POINT (2480076.79573345 5738622.66011272)",329100,Somerfield East,Somerfield East,1.22917186,1.22917186,1570076.74315,5177012.0321,-43.5592472431168,172.629503379049,2480076.79573345,5738622.66011272
"POINT (2479251.60893869 5737879.54584269)",329200,Somerfield West,Somerfield West,1.18118102,1.18118102,1569251.9102,5176269.1721,-43.5659024058821,172.619248756774,2479251.60893869,5737879.54584269
"POINT (2484376.63811307 5741934.27287997)",329300,Linwood East,Linwood East,0.91202451,0.91202451,1574374.77395,5180322.49425,-43.5295996014066,172.682875130152,2484376.63811307,5741934.27287997
"POINT (2481209.7380152 5739594.47230808)",329400,Sydenham North,Sydenham North,0.48374012,0.48374012,1571209.20305,5177983.50935,-43.5505446013787,172.643576286094,2481209.7380152,5739594.47230808
"POINT (2478634.60646797 5737212.05635661)",329500,Hoon Hay South,Hoon Hay South,0.79564434,0.79564434,1568635.17795,5175601.91405,-43.5718846990517,172.611573372945,2478634.60646797,5737212.05635661
"POINT (2482520.22667125 5740419.45925962)",329600,Charleston (Christchurch City),Charleston (Christchurch City),0.36094017,0.36094017,1572519.14575,5178808.21945,-43.5431682599587,172.65983456012,2482520.22667125,5740419.45925962
"POINT (2481027.99066035 5739119.19028484)",329700,Sydenham South,Sydenham South,0.5542499,0.5542499,1571027.54505,5177508.4059,-43.5548154193444,172.6413020724,2481027.99066035,5739119.19028484
"POINT (2486184.54491246 5743015.86444093)",329800,Bexley,Bexley,0.8988086,0.8988086,1576181.9308,5181403.705,-43.5199240685007,172.705286687195,2486184.54491246,5743015.86444093
"POINT (2481892.08332385 5739695.48338512)",329900,Waltham,Waltham,0.58710879,0.58710879,1571891.2758,5178084.5055,-43.5496612375953,172.652025272907,2481892.08332385,5739695.48338512
"POINT (2478471.41104678 5735778.14805859)",330000,Westmorland,Westmorland,5.55755581,5.55755581,1568472.11285,5174168.55325,-43.5847837540971,172.609470592567,2478471.41104678,5735778.14805859
"POINT (2483764.4720007 5740674.17172504)",330100,Woolston North,Woolston North,1.29547608,1.29547608,1573762.88945,5179062.8719,-43.540920113714,172.675242014619,2483764.4720007,5740674.17172504
"POINT (2488140.92655442 5743715.63443209)",330200,New Brighton,New Brighton,1.76101148,1.76101148,1578137.5099,5182103.2418,-43.5136851267398,172.729511940331,2488140.92655442,5743715.63443209
"POINT (2480017.10364768 5736912.83411771)",330300,Cashmere West,Cashmere West,2.38117809,2.38117809,1570017.14645,5175302.869,-43.5746341632426,172.628670970896,2480017.10364768,5736912.83411771
"POINT (2484821.47327144 5741024.19822959)",330400,Bromley South,Bromley South,1.23983588,1.23983588,1574819.45865,5179412.7921,-43.5378057941833,172.688336062988,2484821.47327144,5741024.19822959
"POINT (2483207.79361173 5739890.09874065)",330500,Ensors,Ensors,0.87364424,0.87364424,1573206.45825,5178279.0899,-43.547957578633,172.668316036404,2483207.79361173,5739890.09874065
"POINT (2481155.07966827 5738165.71045352)",330600,Beckenham,Beckenham,0.87659434,0.87659434,1571154.62125,5176555.3034,-43.5634021096602,172.642824638539,2481155.07966827,5738165.71045352
"POINT (2486271.32329401 5741360.45259387)",330700,Bromley North,Bromley North,6.23194695,6.23194695,1576268.71775,5179748.9544,-43.5348264354232,172.706288247323,2486271.32329401,5741360.45259387
"POINT (2482052.47033881 5738693.947407)",330800,St Martins,St Martins,1.04542552,1.04542552,1572051.63645,5177083.36795,-43.5586815552631,172.653958861698,2482052.47033881,5738693.947407
"POINT (2482704.5615612 5738985.39818876)",330900,Opawa,Opawa,0.81402411,0.81402411,1572703.45815,5177374.72815,-43.5560822740585,172.662043879108,2482704.5615612,5738985.39818876
"POINT (2483835.23339862 5739485.81727663)",331000,Woolston West,Woolston West,0.51495309,0.51495309,1573833.6621,5177874.98925,-43.5516183928545,172.676060739902,2483835.23339862,5739485.81727663
"POINT (2484709.80089423 5739808.78504388)",331100,Woolston East,Woolston East,1.27549919,1.27549919,1574707.86915,5178197.8578,-43.5487414078888,172.686898310671,2484709.80089423,5739808.78504388
"POINT (2481852.7662371 5737420.64645293)",331200,Huntsbury,Huntsbury,1.36544203,1.36544203,1571852.06175,5175810.5598,-43.5701344548315,172.651421808561,2481852.7662371,5737420.64645293
"POINT (2480983.03295636 5736542.41540822)",331300,Cashmere East,Cashmere East,2.33093321,2.33093321,1570982.71055,5174932.6374,-43.5780059429581,172.640609144037,2480983.03295636,5736542.41540822
"POINT (2483186.97123923 5738094.78371077)",331400,Hillsborough (Christchurch City),Hillsborough (Christchurch City),1.64399525,1.64399525,1573185.709,5176484.48315,-43.5641155810368,172.667970470033,2483186.97123923,5738094.78371077
"POINT (2484497.95383644 5738420.4571187)",331500,Woolston South,Woolston South,2.40401737,2.40401737,1574496.1547,5176810.07515,-43.5612299019617,172.684212205072,2484497.95383644,5738420.4571187
"POINT (2484495.09299999 5734610.40783607)",331600,Port Hills,Port Hills,44.45657577,44.45657577,1574493.4471,5173001.55205,-43.5955219019354,172.683999393964,2484495.09299999,5734610.40783607
"POINT (2489123.94286803 5740866.62826416)",331700,South New Brighton,South New Brighton,2.76709094,2.76709094,1579120.19345,5179255.4071,-43.5393556205616,172.741560364704,2489123.94286803,5740866.62826416
"POINT (2485789.40172268 5738550.1011304)",331800,Brookhaven-Ferrymead,Brookhaven-Ferrymead,2.67273815,2.67273815,1575787.0778,5176939.71205,-43.5601056721122,172.700201940218,2485789.40172268,5738550.1011304
"POINT (2486037.95239724 5736720.27947287)",331900,Heathcote Valley,Heathcote Valley,4.20439222,4.20439222,1576035.5934,5175110.636,-43.5765828308061,172.703198098278,2486037.95239724,5736720.27947287
"POINT (2487302.05640457 5738085.23829941)",332000,Mount Pleasant,Mount Pleasant,2.47292739,2.47292739,1577299.13345,5176475.089,-43.5643367405755,172.718904137905,2487302.05640457,5738085.23829941
"POINT (2488337.68308876 5737936.80170951)",332100,Redcliffs,Redcliffs,1.84723048,1.84723048,1578334.34105,5176326.74775,-43.5657032170701,172.731716635442,2488337.68308876,5737936.80170951
"POINT (2481468.45128423 5731272.9284719)",332200,Governors Bay,Governors Bay,3.23753349,3.23753349,1571468.19475,5169665.2611,-43.6254519740052,172.646344243566,2481468.45128423,5731272.9284719
"POINT (2500604.80924844 5731453.80339638)",332300,Inlets other Christchurch City,Inlets other Christchurch City,0,36.57940495,1590596.44035,5169846.89895,-43.6243041019215,172.883443734763,2500604.80924844,5731453.80339638
"POINT (2489642.35191302 5737255.79844666)",332400,Clifton Hill,Clifton Hill,2.56197919,2.56197919,1579638.4941,5175646.0666,-43.571868895525,172.747840086924,2489642.35191302,5737255.79844666
"POINT (2486479.95354187 5733758.69442366)",332500,Lyttelton,Lyttelton,4.45490505,4.45490505,1576477.5342,5172150.27145,-43.6032521550797,172.708542919803,2486479.95354187,5733758.69442366
"POINT (2487919.41307579 5731769.17170206)",332600,Inlet Port Lyttelton,Inlet Port Lyttelton,0,42.63063293,1577916.48785,5170161.63145,-43.621201973801,172.72629099528,2487919.41307579,5731769.17170206
"POINT (2491051.67434647 5736652.86233656)",332700,Sumner,Sumner,2.63991901,2.63991901,1581047.2499,5175043.426,-43.5773322833016,172.76526510258,2491051.67434647,5736652.86233656
"POINT (2484266.84540964 5726840.81209228)",332800,Teddington,Teddington,46.15724463,46.15724463,1574265.70455,5165235.10445,-43.6654428088525,172.680808074795,2484266.84540964,5726840.81209228
"POINT (2487837.77159225 5730201.71698542)",332900,Diamond Harbour,Diamond Harbour,4.06522169,4.06522169,1577834.95635,5168594.8219,-43.6353070938328,172.725216223656,2487837.77159225,5730201.71698542
"POINT (2474318.13608729 5712027.2294082)",333000,Inland water Lake Ellesmere/Te Waihora South,Inland water Lake Ellesmere/Te Waihora South,0,63.30783375,1564322.2777,5150426.75055,-43.7983613590844,172.556496408616,2474318.13608729,5712027.2294082
"POINT (2487980.7002495 5714034.14018543)",333100,Banks Peninsula South,Banks Peninsula South,371.61098122,377.86291283,1577978.88285,5152434.1517,-43.7808199250854,172.72633927658,2487980.7002495,5714034.14018543
"POINT (2505901.13728265 5722103.32063275)",333200,Eastern Bays-Banks Peninsula,Eastern Bays-Banks Peninsula,368.2433105,368.2433105,1595890.70595,5160500.8469,-43.7085043424344,172.948994428572,2505901.13728265,5722103.32063275
"POINT (2505648.9820048 5710891.18826572)",333300,Akaroa Harbour,Akaroa Harbour,162.139678,162.139678,1595639.2502,5149294.01835,-43.8094079257007,172.945782261036,2505648.9820048,5710891.18826572
"POINT (2504828.17688337 5709555.50034653)",333400,Inlet Akaroa Harbour,Inlet Akaroa Harbour,0,44.36294096,1594818.9286,5147958.91965,-43.8214235887053,172.935570184122,2504828.17688337,5709555.50034653
"POINT (2507480.18037188 5711145.11580477)",333500,Akaroa,Akaroa,2.02993521,2.02993521,1597469.545,5149547.94175,-43.8071301770453,172.968539736944,2507480.18037188,5711145.11580477
"POINT (2401916.05464735 5792302.35377754)",333600,Craigieburn,Craigieburn,3407.52486377,3444.25622198,1491939.07665,5230676.32085,-43.0689255654369,171.672758646321,2401916.05464735,5792302.35377754
"POINT (2421090.97123371 5761838.78934712)",333700,Torlesse,Torlesse,414.27830129,414.27830129,1511108.7544,5200218.94705,-43.3456252106615,171.903258314269,2421090.97123371,5761838.78934712
"POINT (2411900.27212972 5746459.10347337)",333800,Glenroy-Hororata,Glenroy-Hororata,644.25688708,644.25688708,1501920.6207,5184842.3925,-43.4829082977404,171.787158888583,2411900.27212972,5746459.10347337
"POINT (2430207.57786009 5747778.62511213)",333900,Glentunnel,Glentunnel,159.60497856,159.60497856,1520223.43725,5186162.61945,-43.4731988895235,172.013646533959,2430207.57786009,5747778.62511213
"POINT (2436774.6881017 5745337.5584503)",334000,Darfield,Darfield,15.14334165,15.14334165,1526788.88515,5183722.56265,-43.4958385733816,172.094482893329,2436774.6881017,5745337.5584503
"POINT (2445258.88063918 5747756.5907194)",334100,Kirwee,Kirwee,97.1889994,97.1889994,1535270.49375,5186141.3433,-43.4748438506374,172.199665141461,2445258.88063918,5747756.5907194
"POINT (2432367.53650967 5727207.47440257)",334200,Bankside,Bankside,359.56312381,359.56312381,1522384.33935,5165597.1874,-43.6585753031154,172.037416122011,2432367.53650967,5727207.47440257
"POINT (2441412.03342226 5737747.61935076)",334300,Charing Cross,Charing Cross,168.67829574,168.67829574,1531425.3585,5176135.09715,-43.5645902673903,172.150865181581,2441412.03342226,5737747.61935076
"POINT (2457459.9830603 5745914.98422479)",334400,Halkett,Halkett,86.01208443,86.01208443,1547467.81415,5184300.86385,-43.4923711442146,172.350288224478,2457459.9830603,5745914.98422479
"POINT (2455035.1411306 5737336.33658338)",334500,Newtons Road,Newtons Road,153.13890979,153.13890979,1545044.23465,5175724.88875,-43.5694116926342,172.319448022704,2455035.1411306,5737336.33658338
"POINT (2458693.12262289 5742222.02838599)",334600,West Melton,West Melton,5.31923548,5.31923548,1548700.71565,5180609.18065,-43.5256956970567,172.365187398874,2458693.12262289,5742222.02838599
"POINT (2453745.41001541 5732245.24798979)",334700,Burnham Camp,Burnham Camp,1.49394208,1.49394208,1543755.2891,5170635.38095,-43.6151388886266,172.302958658705,2453745.41001541,5732245.24798979
"POINT (2459340.08883119 5735867.93939247)",334800,Rolleston Izone,Rolleston Izone,2.43314465,2.43314465,1549347.8302,5174257.26085,-43.5829304931768,172.372601705516,2459340.08883119,5735867.93939247
"POINT (2458612.6172029 5733870.10640544)",334900,Rolleston North West,Rolleston North West,1.50639413,1.50639413,1548620.74205,5172260.05605,-43.6008627474944,172.363406725458,2458612.6172029,5733870.10640544
"POINT (2459639.47965636 5727798.42340928)",335000,Springston,Springston,119.11762171,119.11762171,1549647.7133,5166190.5485,-43.6555800816596,172.375564751485,2459639.47965636,5727798.42340928
"POINT (2459604.44924819 5733918.04036034)",335100,Rolleston Central,Rolleston Central,1.60159141,1.60159141,1549612.23105,5172308.0431,-43.6004984344285,172.375695098834,2459604.44924819,5733918.04036034
"POINT (2461237.99365459 5735030.27226987)",335200,Rolleston North East,Rolleston North East,2.85581156,2.85581156,1551245.13645,5173420.00375,-43.5905954218014,172.396025828958,2461237.99365459,5735030.27226987
"POINT (2459526.77382473 5732316.17447147)",335300,Rolleston South West,Rolleston South West,3.59457373,3.59457373,1549534.6951,5170706.7231,-43.6149108179999,172.374585115881,2459526.77382473,5732316.17447147
"POINT (2446446.93753518 5712469.38622921)",335400,Southbridge,Southbridge,361.56140813,361.56140813,1536461.2561,5150865.30555,-43.7925444634057,172.210238236798,2446446.93753518,5712469.38622921
"POINT (2461722.79651334 5732812.8583008)",335500,Rolleston South East,Rolleston South East,10.08410811,10.08410811,1551729.91945,5171203.39235,-43.6105845833099,172.401833290825,2461722.79651334,5732812.8583008
"POINT (2466801.21501516 5734532.11565321)",335600,Trents,Trents,49.95549651,49.95549651,1556806.3968,5172922.3675,-43.5954192123625,172.464875749384,2466801.21501516,5734532.11565321
"POINT (2470258.93708709 5736416.21299351)",335700,Prebbleton,Prebbleton,5.09778177,5.09778177,1560262.73505,5174805.97515,-43.5786519389572,172.507832799011,2470258.93708709,5736416.21299351
"POINT (2456682.6423017 5719956.53371603)",335800,Irwell,Irwell,128.15062579,128.15062579,1546692.6333,5158351.1271,-43.7259554618645,172.33814443831,2456682.6423017,5719956.53371603
"POINT (2471664.39168677 5729682.33196232)",335900,Ladbrooks,Ladbrooks,50.02478898,50.02478898,1561668.0744,5168074.68465,-43.6393328589253,172.524761119099,2471664.39168677,5729682.33196232
"POINT (2467887.04296894 5729201.82435773)",336000,Lincoln West,Lincoln West,4.07103452,4.07103452,1557892.1823,5167594.09215,-43.643455776575,172.477912000916,2467887.04296894,5729201.82435773
"POINT (2469156.53506327 5729756.94785883)",336100,Lincoln East,Lincoln East,4.98653182,4.98653182,1559161.16025,5168149.1005,-43.6385294072605,172.493687204706,2469156.53506327,5729756.94785883
"POINT (2453368.89819151 5716120.74064951)",336200,Leeston,Leeston,2.43667042,2.43667042,1543380.45025,5154516.3039,-43.760235772402,172.296619747872,2453368.89819151,5716120.74064951
"POINT (2476498.52698297 5726718.44362106)",336300,Tai Tapu,Tai Tapu,56.80109891,56.80109891,1566500.5404,5165112.26975,-43.6662392823294,172.584488468152,2476498.52698297,5726718.44362106
"POINT (2471889.82679705 5720823.48839052)",336400,Motukarara,Motukarara,64.66622807,64.66622807,1561894.1086,5159219.25705,-43.7190761778237,172.526937370341,2471889.82679705,5720823.48839052
"POINT (2465414.1594088 5714016.86011034)",336500,Inland water Lake Ellesmere/Te Waihora North,Inland water Lake Ellesmere/Te Waihora North,0,135.00725553,1555421.59385,5152414.60435,-43.7799809806171,172.446023476747,2465414.1594088,5714016.86011034
"POINT (2358621.52716918 5749198.05146859)",336600,Ashburton Lakes,Ashburton Lakes,2995.13695173,3002.10313562,1448649.51885,5187578.28235,-43.4494043687434,171.12945733745,2358621.52716918,5749198.05146859
"POINT (2402960.79153268 5728505.81818219)",336700,Cairnbrae,Cairnbrae,541.81359699,541.81359699,1492984.43715,5166892.0575,-43.6432680759514,171.673140453678,2402960.79153268,5728505.81818219
"POINT (2383801.74871818 5712444.66600396)",336800,Ashburton Forks,Ashburton Forks,859.38736919,859.38736919,1473830.91115,5150830.8711,-43.7848257051498,171.431975770345,2383801.74871818,5712444.66600396
"POINT (2400483.20753837 5729601.52633431)",336900,Methven,Methven,4.16480223,4.16480223,1490507.2228,5167987.2823,-43.6330487639278,171.642656467042,2400483.20753837,5729601.52633431
"POINT (2389570.7390707 5684576.50824235)",337000,Ealing-Lowcliffe,Ealing-Lowcliffe,413.18821217,413.18821217,1479604.9708,5122968.1202,-44.0365679888496,171.497413239257,2389570.7390707,5684576.50824235
