WKT,SA22022_V1_00,SA22022_V1_00_NAME,SA22022_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (2756355.69344268 6451855.7901687)",167900,Hikuai,Hikuai,284.14967182,284.14967182,1845994.64545,5890331.6208,-37.1010498005552,175.768100185861,2756355.69344268,6451855.7901687
"POINT (2221202.08079323 5550839.29949653)",345400,Clyde,Clyde,2.08072882,2.08072882,1311282.9125,4989094.02255,-45.1924652765584,169.324448249525,2221202.08079323,5550839.29949653
"POINT (2504583.04582312 6732349.39692001)",100100,North Cape,North Cape,829.22553739,829.22553739,1593589.3979,6170138.61955,-34.6105791536247,172.930077753111,2504583.04582312,6732349.39692001
"POINT (2529103.63656764 6693414.96179446)",100200,Rangaunu Harbour,Rangaunu Harbour,273.98727689,273.98727689,1618212.2043,6131296.14725,-34.9607074608541,173.19948672891,2529103.63656764,6693414.96179446
"POINT (2574927.45811754 6674830.98311091)",100300,Inlets Far North District,Inlets Far North District,0,623.45896024,1664064.4664,6112848.4861,-35.1251812501066,173.70313011658,2574927.45811754,6674830.98311091
"POINT (2544331.17187866 6696885.89542388)",100400,Karikari Peninsula,Karikari Peninsula,174.44075092,174.44075092,1633422.04495,6134808.4712,-34.9286477532705,173.365944101455,2544331.17187866,6696885.89542388
"POINT (2527511.15770211 6671856.2523275)",100500,Tangonge,Tangonge,177.17693913,177.17693913,1616681.4512,6109745.2324,-35.155065108202,173.183153195687,2527511.15770211,6671856.2523275
"POINT (2524673.9100496 6670572.22381688)",100600,Ahipara,Ahipara,4.52817343,4.52817343,1613849.508,6108454.066,-35.1667507872483,173.152081787477,2524673.9100496,6670572.22381688
"POINT (2534922.82189555 6677501.72367509)",100700,Kaitaia East,Kaitaia East,5.27365651,5.27365651,1624073.0532,6115408.09675,-35.1038523382047,173.264143348188,2534922.82189555,6677501.72367509
"POINT (2534391.72625158 6676058.90994655)",100800,Kaitaia West,Kaitaia West,3.2049209,3.2049209,1623546.2811,6113964.61745,-35.1168809137319,173.258404439994,2534391.72625158,6676058.90994655
"POINT (2538590.64211463 6675302.63962525)",100900,Rangitihi,Rangitihi,84.55318863,84.55318863,1627744.9333,6113220.4455,-35.1234842323452,173.304506230493,2538590.64211463,6675302.63962525
"POINT (2552956.5487697 6685209.28624506)",101000,Oruru-Parapara,Oruru-Parapara,103.35617571,103.35617571,1642075.7583,6123161.7316,-35.0333461668455,173.461281341419,2552956.5487697,6685209.28624506
"POINT (2557212.32231668 6689245.13261486)",101100,Taumarumaru,Taumarumaru,10.28296358,10.28296358,1646318.2678,6127207.40545,-34.996680347475,173.507565463224,2557212.32231668,6689245.13261486
"POINT (2536084.19503604 6663111.09964428)",101200,Herekino-Takahue,Herekino-Takahue,303.89753743,303.89753743,1625273.55935,6101028.98805,-35.2334805584452,173.277756402893,2536084.19503604,6663111.09964428
"POINT (2551290.323938 6676615.03509824)",101300,Peria,Peria,199.62364122,199.62364122,1640434.1079,6114567.23855,-35.1109103350712,173.443703498615,2551290.323938,6676615.03509824
"POINT (2563563.92388713 6686807.48796615)",101400,Taemaro-Oruaiti,Taemaro-Oruaiti,156.80104856,156.80104856,1652673.5798,6124788.4457,-35.0181809011686,173.577358613383,2563563.92388713,6686807.48796615
"POINT (2570868.63740759 6681939.52596058)",101500,Whakapaku,Whakapaku,200.89812578,200.89812578,1659988.21785,6119942.74135,-35.061465708477,173.657880586877,2570868.63740759,6681939.52596058
"POINT (2541533.87797374 6648056.31154694)",101600,Hokianga North,Hokianga North,347.97565246,347.97565246,1630760.79525,6085997.97115,-35.3688593581438,173.338624442728,2541533.87797374,6648056.31154694
"POINT (2552959.9799413 6656720.90985529)",101700,Kohukohu-Broadwood,Kohukohu-Broadwood,209.18096448,209.18096448,1642157.01385,6094688.2858,-35.2900851479593,173.46362676115,2552959.9799413,6656720.90985529
"POINT (2588613.27127595 6681824.30575352)",101800,Whakarara,Whakarara,169.57076235,169.57076235,1677725.33655,6119875.6882,-35.0608594073338,173.852389889434,2588613.27127595,6681824.30575352
"POINT (2578557.55371901 6671585.70380572)",101900,Kaeo,Kaeo,255.56277377,255.56277377,1667701.65505,6109614.4816,-35.1541024204519,173.743311669936,2578557.55371901,6671585.70380572
"POINT (2566983.84165652 6656791.85928699)",102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,463.70829222,463.70829222,1656173.2322,6094796.767,-35.2884180140005,173.617757365853,2566983.84165652,6656791.85928699
"POINT (2554701.49010324 6636964.40241599)",102100,Hokianga South,Hokianga South,126.04869071,126.04869071,1643950.04775,6074947.5306,-35.4680015404977,173.484407955671,2554701.49010324,6636964.40241599
"POINT (2591922.34575863 6668679.16915799)",102200,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,59.07513672,59.07513672,1681068.31755,6106745.01855,-35.1789846470228,173.890334750413,2591922.34575863,6668679.16915799
"POINT (2582729.82503214 6656838.75964302)",102300,Ōkaihau,Okaihau,147.67623924,160.02405964,1671911.41695,6094885.46845,-35.2866105778243,173.790815018223,2582729.82503214,6656838.75964302
"POINT (2601413.96132143 6672171.81177766)",102400,Rangitane-Purerua,Rangitane-Purerua,123.15539314,123.15539314,1690546.65545,6110261.506,-35.1464707178291,173.994031757752,2601413.96132143,6672171.81177766
"POINT (2594214.43815717 6665815.98481812)",102500,Waipapa,Waipapa,9.15729423,9.15729423,1683367.06745,6103889.15905,-35.2045448832201,173.915866928462,2594214.43815717,6665815.98481812
"POINT (2593009.28423333 6660590.62842937)",102600,Puketotara,Puketotara,55.26518189,55.26518189,1682176.3116,6098662.85485,-35.2517633635184,173.903308932565,2593009.28423333,6660590.62842937
"POINT (2567856.2461401 6634728.85186018)",102700,Waimā Forest,Waima Forest,237.00189311,237.00189311,1657103.3391,6072747.5511,-35.4871680993039,173.629528406523,2567856.2461401,6634728.85186018
"POINT (2598450.16783152 6665374.56568006)",102800,Riverview,Riverview,6.21931423,6.21931423,1687602.18735,6103459.17055,-35.2080607607422,173.962433812014,2598450.16783152,6665374.56568006
"POINT (2557048.08940131 6624376.16667841)",102900,Waipoua Forest,Waipoua Forest,277.85174538,277.85174538,1646327.99305,6062372.6732,-35.581272182296,173.51133495179,2557048.08940131,6624376.16667841
"POINT (2597382.68139499 6663499.99564612)",103000,Kerikeri Central,Kerikeri Central,3.71213297,3.71213297,1686540.12505,6101582.55635,-35.2250722578629,173.950964323108,2597382.68139499,6663499.99564612
"POINT (2598053.09130001 6661889.9204876)",103100,Kerikeri South,Kerikeri South,15.46337759,15.46337759,1687214.5219,6099974.93325,-35.2395078745408,173.958544645946,2598053.09130001,6661889.9204876
"POINT (2588953.89577711 6651378.76402695)",103200,Ōhaeawai-Waimate North,Ohaeawai-Waimate North,87.37553215,87.37553215,1678147.04365,6089444.38615,-35.3351994405187,173.859901103549,2588953.89577711,6651378.76402695
"POINT (2601951.03389824 6657450.24261973)",103300,Puketona-Waitangi,Puketona-Waitangi,156.35443674,156.35443674,1691122.56815,6095547.39255,-35.2790773685236,174.001982147236,2601951.03389824,6657450.24261973
"POINT (2584387.03289779 6642063.56647311)",103400,Ngapuhi,Ngapuhi,175.38503514,175.38503514,1673606.68685,6080121.5636,-35.419598795071,173.810785734487,2584387.03289779,6642063.56647311
"POINT (2583210.05828147 6643371.72823463)",103500,Kaikohe,Kaikohe,5.67503558,5.67503558,1672426.861,6081426.03685,-35.4079242781273,173.797675037707,2583210.05828147,6643371.72823463
"POINT (2599996.92034132 6649109.47998335)",103600,Pakaraka,Pakaraka,72.43875798,72.43875798,1689191.16505,6087205.0146,-35.3544632996335,173.98165582571,2599996.92034132,6649109.47998335
"POINT (2606722.25888122 6657328.46223899)",103700,Haruru,Haruru,1.52723263,1.52723263,1695892.17645,6095438.2056,-35.2796160116892,174.054433719847,2606722.25888122,6657328.46223899
"POINT (2613129.39742065 6659802.11790309)",103800,Russell,Russell,3.27986223,3.27986223,1702290.28915,6097927.72115,-35.2565386526723,174.124465699138,2613129.39742065,6659802.11790309
"POINT (2609648.81329454 6656880.2332154)",103900,Paihia,Paihia,2.24160101,2.24160101,1698818.74735,6094997.8413,-35.2833013153268,174.086662357556,2609648.81329454,6656880.2332154
"POINT (2583745.15432982 6627917.70327583)",104000,Mataraua Forest,Mataraua Forest,272.80814468,272.80814468,1673001.6728,6065980.8379,-35.547133701136,173.805392934084,2583745.15432982,6627917.70327583
"POINT (2601832.4790435 6637302.96154363)",104100,Matawaia-Taumarere,Matawaia-Taumarere,410.62197113,410.62197113,1691056.5987,6075408.2911,-35.4606475625606,174.003501880357,2601832.4790435,6637302.96154363
"POINT (2616503.01041434 6656401.42134424)",104200,Russell Peninsula,Russell Peninsula,26.16910118,26.16910118,1705671.55455,6094537.1911,-35.2867537994781,174.162065371363,2616503.01041434,6656401.42134424
"POINT (2611007.51019249 6654037.15133146)",104300,Opua (Far North District),Opua (Far North District),5.60752911,5.60752911,1700184.3713,6092159.44965,-35.3087545248423,174.102023872834,2611007.51019249,6654037.15133146
"POINT (2622836.31071525 6653138.78396388)",104400,Russell Forest-Rawhiti,Russell Forest-Rawhiti,191.36341261,191.36341261,1712011.04005,6091292.3513,-35.3153159483103,174.232209894504,2622836.31071525,6653138.78396388
"POINT (2603658.73400722 6645615.01166047)",104500,Moerewa,Moerewa,1.87566952,1.87566952,1692860.5542,6083721.56515,-35.3855334246078,174.022432252723,2603658.73400722,6645615.01166047
"POINT (2607942.40379554 6645997.4438676)",104600,Kawakawa,Kawakawa,1.73138109,1.73138109,1697141.4739,6084114.9788,-35.3815786388286,174.069512926448,2607942.40379554,6645997.4438676
"POINT (2614316.84634149 6635180.92590432)",104700,Maromaku,Maromaku,238.33728689,238.33728689,1703541.3339,6073319.26105,-35.4782579186149,174.141334834331,2614316.84634149,6635180.92590432
"POINT (2601474.01334797 6615963.48128459)",104800,Mangakahia-Hūkerenui,Mangakahia-Hukerenui,659.2543301,659.2543301,1690752.64225,6054077.07575,-35.6529811535089,174.002544458951,2601474.01334797,6615963.48128459
"POINT (2632102.92163773 6633645.23904303)",104900,Whangaruru,Whangaruru,469.2633081,469.2633081,1721324.84645,6071829.76285,-35.4896718010476,174.337540534804,2632102.92163773,6633645.23904303
"POINT (2638760.39408763 6634134.08511079)",105000,Inlets other Whangarei District,Inlets other Whangarei District,0,39.00849288,1727978.84565,6072335.51655,-35.4842776172519,174.410798218112,2638760.39408763,6634134.08511079
"POINT (2620806.05914537 6612996.23170975)",105100,Matarau,Matarau,107.82835317,107.82835317,1710084.31565,6051159.4842,-35.6773146723991,174.21646111856,2620806.05914537,6612996.23170975
"POINT (2627350.17949651 6622088.84780382)",105200,Hikurangi,Hikurangi,4.00139063,4.00139063,1716603.20545,6060265.28805,-35.5944837782712,174.287163808929,2627350.17949651,6622088.84780382
"POINT (2627252.12193533 6618207.44462754)",105300,Kauri,Kauri,56.00841896,56.00841896,1716514.984,6056385.0004,-35.6294720496982,174.286750280001,2627252.12193533,6618207.44462754
"POINT (2615084.21747053 6603674.06555559)",105400,Maungatapere,Maungatapere,174.48219045,174.48219045,1704387.8434,6041826.6095,-35.7620656546142,174.154738746427,2615084.21747053,6603674.06555559
"POINT (2627935.40706638 6613691.04691195)",105500,Kamo West,Kamo West,4.4981363,4.4981363,1717209.381,6051871.89645,-35.6700717512182,174.295073770028,2627935.40706638,6613691.04691195
"POINT (2644649.40211726 6621418.08000263)",105600,Matapouri-Tutukaka,Matapouri-Tutukaka,78.52793832,78.52793832,1733898.47255,6059638.52525,-35.5979431316614,174.478134175984,2644649.40211726,6621418.08000263
"POINT (2637735.76728281 6616120.62598528)",105700,Kiripaka,Kiripaka,72.0234065,72.0234065,1727000.3898,6054325.25905,-35.6467457389277,174.402842107148,2637735.76728281,6616120.62598528
"POINT (2629255.90903225 6612848.86266701)",105800,Kamo East,Kamo East,1.4271822,1.4271822,1718531.53945,6051033.30975,-35.6774728347791,174.309802727162,2629255.90903225,6612848.86266701
"POINT (2627899.0529861 6611463.27154645)",105900,Granfield Reserve,Granfield Reserve,1.66092525,1.66092525,1717178.6155,6049644.8049,-35.6901506678556,174.295058307357,2627899.0529861,6611463.27154645
"POINT (2628772.84276466 6612199.26426857)",106000,Kamo Central,Kamo Central,1.09355039,1.09355039,1718050.2643,6050382.7267,-35.6833949761829,174.304581224161,2628772.84276466,6612199.26426857
"POINT (2627940.05360621 6609792.31060943)",106100,Whau Valley,Whau Valley,7.17969265,7.17969265,1717223.7742,6047974.5264,-35.7052013333215,174.295800881772,2627940.05360621,6609792.31060943
"POINT (2630449.46213953 6612456.39754357)",106200,Tikipunga North,Tikipunga North,2.73985922,2.73985922,1719725.6705,6050643.9655,-35.6808381298449,174.32305297633,2630449.46213953,6612456.39754357
"POINT (2624179.3402598 6605273.27267274)",106300,Pukenui,Pukenui,19.19494663,19.19494663,1713475.6122,6043447.7285,-35.7464456374321,174.255017423319,2624179.3402598,6605273.27267274
"POINT (2629942.83292586 6611082.90702029)",106400,Otangarei,Otangarei,1.04239167,1.04239167,1719222.6481,6049269.6768,-35.6932869537203,174.317699281133,2629942.83292586,6611082.90702029
"POINT (2631204.55304037 6610919.51247619)",106500,Tikipunga South,Tikipunga South,2.74039896,2.74039896,1720484.35235,6049109.4891,-35.6945774399415,174.331664823467,2631204.55304037,6610919.51247619
"POINT (2629613.2319387 6609038.41401415)",106600,Kensington (Whangarei District),Kensington (Whangarei District),3.11263,3.11263,1718898.26135,6047225.0598,-35.7117563459558,174.314417386279,2629613.2319387,6609038.41401415
"POINT (2633862.33453688 6609832.39330592)",106700,Abbey Caves-Glenbervie,Abbey Caves-Glenbervie,32.11054184,32.11054184,1723143.97255,6048029.3677,-35.7039847380588,174.361218673504,2633862.33453688,6609832.39330592
"POINT (2630520.76235367 6609827.91230253)",106800,Mairtown,Mairtown,0.94344449,0.94344449,1719803.51685,6048016.55175,-35.7045121596321,174.32430454593,2630520.76235367,6609827.91230253
"POINT (2627392.38102678 6606208.73793334)",106900,Maunu-Horahora,Maunu-Horahora,4.29876848,4.29876848,1716685.2083,6044390.83505,-35.737568922216,174.290369742306,2627392.38102678,6606208.73793334
"POINT (2629146.260979 6607350.20290285)",107000,Woodhill-Vinetown,Woodhill-Vinetown,1.38514283,1.38514283,1718435.65195,6045536.2639,-35.7270349006022,174.309553556679,2629146.260979,6607350.20290285
"POINT (2630479.02515347 6607298.29376986)",107100,Whangārei Central,Whangarei Central,2.81179369,2.81179369,1719768.09615,6045487.68675,-35.7273115464722,174.324290253554,2630479.02515347,6607298.29376986
"POINT (2631870.3056836 6607422.23941688)",107200,Riverside,Riverside,3.50673417,3.50673417,1721158.60535,6045615.0512,-35.7259933220919,174.339642311756,2631870.3056836,6607422.23941688
"POINT (2628244.07083232 6604633.28534198)",107300,Raumanga,Raumanga,3.45851817,3.45851817,1717540.5137,6042818.04005,-35.7516442948374,174.3000565397,2628244.07083232,6604633.28534198
"POINT (2629057.43986879 6605707.56549566)",107400,Tarewa,Tarewa,0.91446506,0.91446506,1718350.94215,6043893.96845,-35.7418487155975,174.308859386339,2629057.43986879,6605707.56549566
"POINT (2630080.01300905 6606297.83004079)",107500,Morningside (Whangarei District),Morningside (Whangarei District),1.20296356,1.20296356,1719371.70485,6044486.5706,-35.7363837076575,174.320057279767,2630080.01300905,6606297.83004079
"POINT (2647170.19456518 6617935.31390561)",107600,Ngunguru,Ngunguru,3.56894133,3.56894133,1736427.3275,6056163.1884,-35.6289221303203,174.5066296113,2647170.19456518,6617935.31390561
"POINT (2626968.21790086 6600706.2951159)",107700,Otaika-Portland,Otaika-Portland,41.50854401,41.50854401,1716274.8044,6038889.25465,-35.7872088800817,174.286630697141,2626968.21790086,6600706.2951159
"POINT (2620399.54412893 6588745.12092007)",107800,Oakleigh-Mangapai,Oakleigh-Mangapai,323.77362456,323.77362456,1709737.7074,6026916.31615,-35.8958869076126,174.215956221052,2620399.54412893,6588745.12092007
"POINT (2631019.17373588 6604855.50071881)",107900,Port-Limeburners,Port-Limeburners,7.43963812,7.43963812,1720314.1322,6043047.0596,-35.7492445232009,174.330692440285,2631019.17373588,6604855.50071881
"POINT (2643997.87085937 6608079.62834139)",108000,Pataua,Pataua,128.70798349,128.70798349,1733280.715,6046302.4687,-35.7182307509749,174.473523612028,2643997.87085937,6608079.62834139
"POINT (2634489.16892629 6605099.17753717)",108100,Onerahi Park,Onerahi Park,1.99901062,1.99901062,1723782.3892,6043299.2642,-35.7465408304371,174.369003274671,2634489.16892629,6605099.17753717
"POINT (2633834.51589254 6604872.11179789)",108200,Sherwood Rise,Sherwood Rise,1.30665087,1.30665087,1723128.51075,6043070.6483,-35.7486835910423,174.36180847941,2633834.51589254,6604872.11179789
"POINT (2633957.96031981 6602929.04289385)",108300,Onerahi,Onerahi,2.29379073,2.29379073,1723256.7315,6041128.52165,-35.7661733732747,174.363524941357,2633957.96031981,6602929.04289385
"POINT (2638179.80184731 6598909.50361042)",108400,Inlet Whangārei Harbour,Inlet Whangarei Harbour,0,102.98799351,1727487.17215,6037120.7018,-35.8017583819434,174.410949968336,2638179.80184731,6598909.50361042
"POINT (2639810.33376814 6603518.9162321)",108500,Parua Bay,Parua Bay,39.15885366,39.15885366,1729105.8004,6041732.71575,-35.759976614287,174.42811517264,2639810.33376814,6603518.9162321
"POINT (2635661.58096813 6586520.72263534)",108600,Bream Bay,Bream Bay,238.70733075,238.70733075,1724999.9996,6024729.69445,-35.9137648220509,174.38537296864,2635661.58096813,6586520.72263534
"POINT (2642529.86071145 6595670.94515256)",108700,Marsden Bay,Marsden Bay,2.57796449,2.57796449,1731843.8788,6033893.86645,-35.8302673076083,174.459685909022,2642529.86071145,6595670.94515256
"POINT (2642202.08999317 6590304.15895039)",108800,Ruakākā,Ruakaka,15.59194583,15.59194583,1731529.33805,6028527.88645,-35.8786744183407,174.457089403245,2642202.08999317,6590304.15895039
"POINT (2652688.96716519 6594391.47947159)",108900,Bream Head,Bream Head,52.17926351,52.17926351,1742003.28645,6032639.78675,-35.8401515723354,174.572350392661,2652688.96716519,6594391.47947159
"POINT (2640860.02783758 6578763.83438282)",109001,Waipū,Waipu,2.89308709,2.89308709,1730215.5755,6016987.7379,-35.9828634847093,174.444430733681,2640860.02783758,6578763.83438282
"POINT (2641350.35896475 6573036.09847607)",109002,Waipū Rural,Waipu Rural,133.71241635,133.71241635,1730719.4449,6011262.8446,-36.0343947304221,174.450963746367,2641350.35896475,6573036.09847607
"POINT (2584224.24389173 6584464.53280895)",109100,Kaipara Coastal,Kaipara Coastal,1248.33047281,1248.33047281,1673588.5153,6022550.36495,-35.9386341809829,173.815852100402,2584224.24389173,6584464.53280895
"POINT (2598302.32329776 6591145.6008441)",109200,Maungaru,Maungaru,691.81280284,691.81280284,1687643.7291,6029262.2874,-35.8769675231596,173.970919706681,2598302.32329776,6591145.6008441
"POINT (2588680.50301839 6584352.52082935)",109300,Dargaville,Dargaville,12.55901038,12.55901038,1678042.83305,6022449.12355,-35.9392010975185,173.865240717129,2588680.50301839,6584352.52082935
"POINT (2613832.6316435 6567875.58591608)",109400,Ruawai-Matakohe,Ruawai-Matakohe,530.46931171,530.46931171,1703223.05995,6006039.06715,-36.0847867383343,174.146503705287,2613832.6316435,6567875.58591608
"POINT (2629080.29941193 6564549.2405114)",109500,Otamatea (Kaipara District),Otamatea (Kaipara District),244.85685597,244.85685597,1718473.12225,6002749.634,-36.1126958123649,174.31634380331,2629080.29941193,6564549.2405114
"POINT (2631840.54965186 6564856.54098343)",109600,Maungaturoto,Maungaturoto,21.5953381,21.5953381,1721231.7773,6003063.3011,-36.1095279808021,174.34693914196,2631840.54965186,6564856.54098343
"POINT (2638203.50827103 6554548.45231151)",109700,Kaiwaka,Kaiwaka,259.02812459,259.02812459,1727616.79545,5992773.13375,-36.2014541848461,174.419531463269,2638203.50827103,6554548.45231151
"POINT (2649723.63453288 6563683.20521266)",109800,Mangawhai Rural,Mangawhai Rural,91.45727572,91.45727572,1739112.59845,6001932.28195,-36.1173234905175,174.545741944799,2649723.63453288,6563683.20521266
"POINT (2653221.38035737 6566160.28125117)",109900,Mangawhai Heads,Mangawhai Heads,6.98753193,6.98753193,1742603.6576,6004417.0059,-36.0944236172229,174.584069709172,2653221.38035737,6566160.28125117
"POINT (2653408.27155982 6564241.43155355)",110000,Inlet Mangawhai Harbour,Inlet Mangawhai Harbour,0,5.57992739,1742795.0312,6002499.05015,-36.1116807374529,174.586542380439,2653408.27155982,6564241.43155355
"POINT (2652047.13766486 6563077.02516899)",110100,Mangawhai,Mangawhai,1.99444762,1.99444762,1741436.95965,6001331.71435,-36.1224000400658,174.571668175338,2652047.13766486,6563077.02516899
"POINT (2636370.5755646 6539924.3025407)",110200,Okahukura Peninsula,Okahukura Peninsula,211.22001184,211.22001184,1725817.6452,5978148.96695,-36.3334951045997,174.401878546138,2636370.5755646,6539924.3025407
"POINT (2629397.11547488 6526728.53583342)",110300,Inlet Kaipara Harbour South,Inlet Kaipara Harbour South,0,391.57373208,1718875.38175,5964941.58875,-36.453414487365,174.326567518542,2629397.11547488,6526728.53583342
"POINT (2656699.41746369 6548344.54871277)",110400,Cape Rodney,Cape Rodney,370.68112043,370.68112043,1746122.4388,5986613.33585,-36.2543481020977,174.626456367207,2656699.41746369,6548344.54871277
"POINT (2647193.22552648 6544247.59967057)",110500,Wellsford,Wellsford,4.55290152,4.55290152,1736627.7344,5982495.58295,-36.2928488779411,174.521527745368,2647193.22552648,6544247.59967057
"POINT (2704839.23541698 6546510.82409703)",110600,Oceanic Auckland Region East,Oceanic Auckland Region East,0,7823.2377743,1794261.0876,5984891.7618,-36.2613752764261,175.162403158065,2704839.23541698,6546510.82409703
"POINT (2627879.1868302 6511198.59983912)",110700,South Head,South Head,339.71771258,339.71771258,1717391.22675,5949413.0204,-36.5935530543176,174.312371453145,2627879.1868302,6511198.59983912
"POINT (2643920.38434795 6525365.28182096)",110800,Kaipara Hills,Kaipara Hills,282.62113532,282.62113532,1733397.75645,5963610.47965,-36.4634998829538,174.488809822341,2643920.38434795,6525365.28182096
"POINT (2658990.70307649 6538059.64260513)",110900,Dome Valley-Matakana,Dome Valley-Matakana,84.76080225,84.76080225,1748436.69175,5976335.6688,-36.3466146634654,174.654161305149,2658990.70307649,6538059.64260513
"POINT (2625972.66046076 6476892.52402942)",111000,Oceanic Auckland Region West,Oceanic Auckland Region West,0,2384.03456864,1715555.1342,5915112.78405,-36.9029083507756,174.297042996992,2625972.66046076,6476892.52402942
"POINT (2658670.58937157 6533368.81157006)",111100,Warkworth West,Warkworth West,11.36228541,11.36228541,1748127.17545,5971644.9843,-36.3889330904488,174.651606784364,2658670.58937157,6533368.81157006
"POINT (2656090.78744066 6524583.76927712)",111200,Puhoi Valley,Puhoi Valley,236.49153976,236.49153976,1745567.31395,5962855.83455,-36.4685291765669,174.624725006782,2656090.78744066,6524583.76927712
"POINT (2660098.4391392 6531525.71118952)",111300,Warkworth East,Warkworth East,4.21945957,4.21945957,1749558.88495,5969805.4057,-36.40528871193,174.667918424999,2660098.4391392,6531525.71118952
"POINT (2662848.632329 6532330.47948279)",111400,Sandspit,Sandspit,22.25220971,22.25220971,1752306.81335,5970616.1852,-36.3975506028944,174.698392920116,2662848.632329,6532330.47948279
"POINT (2669487.761925 6536204.04964585)",111500,Tawharanui Peninsula,Tawharanui Peninsula,46.70381326,46.70381326,1758936.20205,5974504.1181,-36.3614423014384,174.7714918524,2669487.761925,6536204.04964585
"POINT (2643181.20848659 6509850.86028469)",111600,Te Kuru,Te Kuru,80.9881729,80.9881729,1732692.12415,5948098.0806,-36.6033973465386,174.483605342354,2643181.20848659,6509850.86028469
"POINT (2665201.64047937 6529764.74254417)",111700,Snells Beach,Snells Beach,3.82784102,3.82784102,1754665.17245,5968056.11535,-36.4202431689517,174.725190744764,2665201.64047937,6529764.74254417
"POINT (2725273.42353038 6552991.67882198)",111800,Barrier Islands,Barrier Islands,320.27791823,320.27791823,1814680.23505,5991421.56675,-36.1982326099133,175.387737927433,2725273.42353038,6552991.67882198
"POINT (2666984.30308762 6525640.76363667)",111900,Algies Bay-Scotts Landing,Algies Bay-Scotts Landing,15.34575981,15.34575981,1756456.73085,5963936.7014,-36.4570732061192,174.745997691494,2666984.30308762,6525640.76363667
"POINT (2691100.15865381 6516775.75115127)",112000,Inlets other Auckland,Inlets other Auckland,0,123.46788789,1780590.17075,5955125.74475,-36.5322139750723,175.017235572894,2691100.15865381,6516775.75115127
"POINT (2653884.90856581 6512207.27669126)",112100,Wainui-Waiwera,Wainui-Waiwera,78.7126866,78.7126866,1743388.66335,5950476.8382,-36.5804125146455,174.602717062818,2653884.90856581,6512207.27669126
"POINT (2638819.04294272 6503906.48215715)",112200,Parakai,Parakai,1.45487644,1.45487644,1728343.45705,5942145.9004,-36.6576346240104,174.43599288858,2638819.04294272,6503906.48215715
"POINT (2641897.56985534 6500504.74119172)",112300,Helensville Rural,Helensville Rural,57.09416749,57.09416749,1731428.3518,5938751.37945,-36.6878047894325,174.47108093452,2641897.56985534,6500504.74119172
"POINT (2640418.31766149 6501955.04842845)",112400,Helensville,Helensville,3.36569679,3.36569679,1729946.4216,5940198.2722,-36.6749691441078,174.454252990803,2640418.31766149,6501955.04842845
"POINT (2652113.07749324 6505920.6112431)",112500,Waitoki,Waitoki,40.74911992,40.74911992,1741630.50515,5944187.5596,-36.637351365296,174.58423125665,2652113.07749324,6505920.6112431
"POINT (2645844.62559048 6497982.94668554)",112600,Waikoukou Valley,Waikoukou Valley,52.86073483,52.86073483,1735379.8137,5936238.3138,-36.7098972678153,174.515740593203,2645844.62559048,6497982.94668554
"POINT (2660431.94819237 6512005.68491198)",112700,Orewa North,Orewa North,3.03089108,3.03089108,1749935.058,5950289.32815,-36.5810960839114,174.675897757624,2660431.94819237,6512005.68491198
"POINT (2661660.43087506 6513210.97810029)",112800,Hatfields Beach,Hatfields Beach,0.92325207,0.92325207,1751160.7669,5951497.08085,-36.5700194718838,174.689355580353,2661660.43087506,6513210.97810029
"POINT (2660684.60425537 6510899.8184031)",112900,Orewa South,Orewa South,2.31158314,2.31158314,1750190.0481,5949184.17375,-36.5910147271823,174.678962530011,2660684.60425537,6510899.8184031
"POINT (2662078.7423995 6511288.61163138)",113000,Orewa Central,Orewa Central,1.4528948,1.4528948,1751583.15085,5949575.9,-36.5872644820751,174.694452589224,2662078.7423995,6511288.61163138
"POINT (2660063.47590325 6509748.1192888)",113100,Millwater North,Millwater North,1.75242257,1.75242257,1749571.47585,5948031.321,-36.6015005001906,174.672274459197,2660063.47590325,6509748.1192888
"POINT (2639386.89867144 6490161.93663734)",113200,Waipatukahu,Waipatukahu,51.93207673,51.93207673,1728939.5275,5928405.6778,-36.7813807354859,174.44497816779,2639386.89867144,6490161.93663734
"POINT (2659834.30426547 6508555.37648322)",113300,Millwater South,Millwater South,2.41961465,2.41961465,1749344.88365,5946838.27165,-36.6122868087112,174.669973849571,2659834.30426547,6508555.37648322
"POINT (2658312.2274064 6504987.36268087)",113400,Dairy Flat North,Dairy Flat North,22.96350358,22.96350358,1747830.60675,5943267.577,-36.6446992239883,174.653735133234,2658312.2274064,6504987.36268087
"POINT (2655143.48505935 6502128.49049338)",113500,Dairy Flat West,Dairy Flat West,30.981917,30.981917,1744668.37515,5940402.4902,-36.6710032850196,174.618913791488,2655143.48505935,6502128.49049338
"POINT (2661327.29210449 6509217.18021764)",113600,Kingsway,Kingsway,0.90197826,0.90197826,1750836.2424,5947503.16345,-36.6060605580832,174.686513210046,2661327.29210449,6509217.18021764
